	BioProject	BioSample	Body_Site	project	base_media	treatment	growth_phase	isolate	reference_condition	skip	OD-600	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID	passed_replicate_correlations	genetic_changes	name	condition
SRX8419176	PRJNA635678	SAMN15048984		nafcillin ALE	CA-MHB	Control	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869070	SRP265146	SRS6730773	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:CA-MHB:Control:Exponential:TCH1516:SNFM1	True	True		True											True	SNFM1		CA-MHB;Control;exp;TCH1516;SNFM1
SRX8419177	PRJNA635678	SAMN15048985		nafcillin ALE	RPMI+10%LB	None	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869067	SRP265146	SRS6730774	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:RPMI+10%LB:None:Exponential:TCH1516:SNFM1	True	True		True											True	SNFM1		RPMI+10%LB;None;exp;TCH1516;SNFM1
SRX8419178	PRJNA635678	SAMN15048985		nafcillin ALE	RPMI+10%LB	None	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869068	SRP265146	SRS6730774	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:RPMI+10%LB:None:Exponential:TCH1516:SNFM1	True	True		True											True	SNFM1		RPMI+10%LB;None;exp;TCH1516;SNFM1
SRX8419179	PRJNA635678	SAMN15048986		nafcillin ALE	CA-MHB	None	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869064	SRP265146	SRS6730775	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:CA-MHB:None:Exponential:TCH1516:SNFR19	True	True		True											True	SNFR19		CA-MHB;None;exp;TCH1516;SNFR19
SRX8419180	PRJNA635678	SAMN15048986		nafcillin ALE	CA-MHB	None	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869065	SRP265146	SRS6730775	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:CA-MHB:None:Exponential:TCH1516:SNFR19	True	True		True											True	SNFR19		CA-MHB;None;exp;TCH1516;SNFR19
SRX8419181	PRJNA635678	SAMN15048987		nafcillin ALE	RPMI+10%LB	None	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869066	SRP265146	SRS6730776	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:RPMI+10%LB:None:Exponential:TCH1516:SNFR19	True	True		True											True	SNFR19		RPMI+10%LB;None;exp;TCH1516;SNFR19
SRX8419182	PRJNA635678	SAMN15048987		nafcillin ALE	RPMI+10%LB	None	exp	TCH1516	Control			PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869063	SRP265146	SRS6730776	Staphylococcus aureus	SRA1080945	1280			1208						nafcillin ALE:RPMI+10%LB:None:Exponential:TCH1516:SNFR19	True	True		True											True	SNFR19		RPMI+10%LB;None;exp;TCH1516;SNFR19
SRX9633794	PRJNA682627	SAMN17004432		temperature	TSB	34C	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200241	SRP295980	SRS7833919	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:34C:Exponential:AH1263:WT	True	True		True				GEO		12593422	17004432	GSE162697	GSM4957502	33731473	True	WT		TSB;34C;exp;AH1263;WT
SRX9633795	PRJNA682627	SAMN17004447		temperature	TSB	34C	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200242	SRP295980	SRS7833920	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:34C:Exponential:AH1263:WT	True	True		True				GEO		12593423	17004447	GSE162697	GSM4957503	33731473	True	WT		TSB;34C;exp;AH1263;WT
SRX9633796	PRJNA682627	SAMN17004446		temperature	TSB	34C	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200243	SRP295980	SRS7833921	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:34C:Exponential:AH1263:WT	True	True		True				GEO		12593424	17004446	GSE162697	GSM4957504	33731473	True	WT		TSB;34C;exp;AH1263;WT
SRX9633800	PRJNA682627	SAMN17004442		temperature	TSB	40C	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200247	SRP295980	SRS7833925	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:40C:Exponential:AH1263:WT	True	True		True				GEO		12593428	17004442	GSE162697	GSM4957508	33731473	True	WT		TSB;40C;exp;AH1263;WT
SRX9633801	PRJNA682627	SAMN17004441		temperature	TSB	40C	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200248	SRP295980	SRS7833926	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:40C:Exponential:AH1263:WT	True	True		True				GEO		12593429	17004441	GSE162697	GSM4957509	33731473	True	WT		TSB;40C;exp;AH1263;WT
SRX9633802	PRJNA682627	SAMN17004440		temperature	TSB	40C	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200249	SRP295980	SRS7833927	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:40C:Exponential:AH1263:WT	True	True		True				GEO		12593430	17004440	GSE162697	GSM4957510	33731473	True	WT		TSB;40C;exp;AH1263;WT
SRX9633797	PRJNA682627	SAMN17004445		temperature	TSB	Control	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200244	SRP295980	SRS7833922	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:Control:Exponential:AH1263:WT	True	True		True				GEO		12593425	17004445	GSE162697	GSM4957505	33731473	True	WT		TSB;Control;exp;AH1263;WT
SRX9633798	PRJNA682627	SAMN17004444		temperature	TSB	Control	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200245	SRP295980	SRS7833923	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:Control:Exponential:AH1263:WT	True	True		True				GEO		12593426	17004444	GSE162697	GSM4957506	33731473	True	WT		TSB;Control;exp;AH1263;WT
SRX9633799	PRJNA682627	SAMN17004443		temperature	TSB	Control	exp	AH1263	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200246	SRP295980	SRS7833924	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280					temperature:TSB:Control:Exponential:AH1263:WT	True	True		True				GEO		12593427	17004443	GSE162697	GSM4957507	33731473	True	WT		TSB;Control;exp;AH1263;WT
SRX9634015	PRJNA682641	SAMN17004696		biofilm foramation	TSB	Biofilm	biofilm	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200533	SRP295997	SRS7834140	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:TSB:Biofilm:Biofilm:USA300:WT	True	True		True											True	WT		TSB;Biofilm;biofilm;USA300;WT
SRX9634016	PRJNA682641	SAMN17004724		biofilm foramation	TSB	Biofilm	biofilm	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200534	SRP295997	SRS7834141	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:TSB:Biofilm:Biofilm:USA300:WT	True	True		True											True	WT		TSB;Biofilm;biofilm;USA300;WT
SRX9634017	PRJNA682641	SAMN17004723		biofilm foramation	TSB	Biofilm	biofilm	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200535	SRP295997	SRS7834142	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:TSB:Biofilm:Biofilm:USA300:WT	True	True		True											True	WT		TSB;Biofilm;biofilm;USA300;WT
SRX9634018	PRJNA682641	SAMN17004722		biofilm foramation	BHI	Biofilm	biofilm	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200536	SRP295997	SRS7834143	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:BHI:Biofilm:Biofilm:USA300:WT	True	True		True											True	WT		BHI;Biofilm;biofilm;USA300;WT
SRX9634020	PRJNA682641	SAMN17004720		biofilm foramation	BHI	Biofilm	biofilm	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200538	SRP295997	SRS7834145	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:BHI:Biofilm:Biofilm:USA300:WT	True	True		True											True	WT		BHI;Biofilm;biofilm;USA300;WT
SRX9634009	PRJNA682641	SAMN17004702		biofilm foramation	TSB	Control	exp	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200527	SRP295997	SRS7834134	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:TSB:Control:Exponential:USA300:WT	True	True		True											True	WT		TSB;Control;exp;USA300;WT
SRX9634010	PRJNA682641	SAMN17004701		biofilm foramation	TSB	Control	exp	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200528	SRP295997	SRS7834135	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:TSB:Control:Exponential:USA300:WT	True	True		True											True	WT		TSB;Control;exp;USA300;WT
SRX9634011	PRJNA682641	SAMN17004700		biofilm foramation	TSB	Control	exp	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200529	SRP295997	SRS7834136	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:TSB:Control:Exponential:USA300:WT	True	True		True											True	WT		TSB;Control;exp;USA300;WT
SRX9634012	PRJNA682641	SAMN17004699		biofilm foramation	BHI	Control	exp	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200530	SRP295997	SRS7834137	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:BHI:Control:Exponential:USA300:WT	True	True		True											True	WT		BHI;Control;exp;USA300;WT
SRX9634014	PRJNA682641	SAMN17004697		biofilm foramation	BHI	Control	exp	USA300	Control				0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200532	SRP295997	SRS7834139	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False		biofilm foramation:BHI:Control:Exponential:USA300:WT	True	True		True											True	WT		BHI;Control;exp;USA300;WT
SRX9699053	PRJNA686110	SAMN17106072		itaconate	LB	30mM itaconate	exp	USA300 LAC	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268916	SRP298366	SRS7895239	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280					itaconate:LB:30mM itaconate:Exponential:USA300 LAC:WT	True	True		True				COLUMBIA UNIVERSITY		12684859	17106072				True	WT		LB;30mM itaconate;exp;USA300 LAC;WT
SRX9699054	PRJNA686110	SAMN17106073		itaconate	LB	30mM itaconate	exp	USA300 LAC	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268915	SRP298366	SRS7895240	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280					itaconate:LB:30mM itaconate:Exponential:USA300 LAC:WT	True	True		True				COLUMBIA UNIVERSITY		12684860	17106073				True	WT		LB;30mM itaconate;exp;USA300 LAC;WT
SRX9699055	PRJNA686110	SAMN17106070		itaconate	LB	Control	exp	USA300 LAC	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268914	SRP298366	SRS7895241	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280					itaconate:LB:Control:Exponential:USA300 LAC:WT	True	True		True				COLUMBIA UNIVERSITY		12684861	17106070				True	WT		LB;Control;exp;USA300 LAC;WT
SRX9699056	PRJNA686110	SAMN17106071		itaconate	LB	Control	exp	USA300 LAC	Control				0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268913	SRP298366	SRS7895242	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280					itaconate:LB:Control:Exponential:USA300 LAC:WT	True	True		True				COLUMBIA UNIVERSITY		12684862	17106071				True	WT		LB;Control;exp;USA300 LAC;WT
SRX9960955	PRJNA695221	SAMN17607628		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562705	SRP303474	SRS8134614	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:delta-purK	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021562	17607628				True	delta-purK		TSB;6TG;exp;USA300 LAC;delta-purK
SRX9960956	PRJNA695221	SAMN17607629		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562704	SRP303474	SRS8134615	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:delta-purK	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021563	17607629				True	delta-purK		TSB;6TG;exp;USA300 LAC;delta-purK
SRX9960957	PRJNA695221	SAMN17607630		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562703	SRP303474	SRS8134616	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:delta-purK	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021564	17607630				True	delta-purK		TSB;6TG;exp;USA300 LAC;delta-purK
SRX9960958	PRJNA695221	SAMN17607631		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562702	SRP303474	SRS8134617	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:delta-purK	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021565	17607631				True	delta-purK		TSB;6TG;exp;USA300 LAC;delta-purK
SRX9960961	PRJNA695221	SAMN17607620		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562699	SRP303474	SRS8134620	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021568	17607620				True	WT		TSB;6TG;exp;USA300 LAC;WT
SRX9960962	PRJNA695221	SAMN17607621		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562698	SRP303474	SRS8134621	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021569	17607621				True	WT		TSB;6TG;exp;USA300 LAC;WT
SRX9960963	PRJNA695221	SAMN17607622		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562697	SRP303474	SRS8134622	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021570	17607622				True	WT		TSB;6TG;exp;USA300 LAC;WT
SRX9960964	PRJNA695221	SAMN17607623		6TG treatment	TSB	6TG	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562696	SRP303474	SRS8134623	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:6TG:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021571	17607623				True	WT		TSB;6TG;exp;USA300 LAC;WT
SRX9960951	PRJNA695221	SAMN17607616		6TG treatment	TSB	Control	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562709	SRP303474	SRS8134611	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Control:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021558	17607616				True	WT		TSB;Control;exp;USA300 LAC;WT
SRX9960952	PRJNA695221	SAMN17607617		6TG treatment	TSB	Control	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562708	SRP303474	SRS8134610	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Control:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021559	17607617				True	WT		TSB;Control;exp;USA300 LAC;WT
SRX9960959	PRJNA695221	SAMN17607618		6TG treatment	TSB	Control	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562701	SRP303474	SRS8134618	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Control:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021566	17607618				True	WT		TSB;Control;exp;USA300 LAC;WT
SRX9960960	PRJNA695221	SAMN17607619		6TG treatment	TSB	Control	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562700	SRP303474	SRS8134619	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Control:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021567	17607619				True	WT		TSB;Control;exp;USA300 LAC;WT
SRX9960953	PRJNA695221	SAMN17607626		6TG treatment	TSB	Untreated	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562707	SRP303474	SRS8134612	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Untreated:Exponential:USA300 LAC:delta-purK	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021560	17607626				True	delta-purK		TSB;Untreated;exp;USA300 LAC;delta-purK
SRX9960954	PRJNA695221	SAMN17607627		6TG treatment	TSB	Untreated	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562706	SRP303474	SRS8134613	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Untreated:Exponential:USA300 LAC:delta-purK	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021561	17607627				True	delta-purK		TSB;Untreated;exp;USA300 LAC;delta-purK
SRX9960965	PRJNA695221	SAMN17607624		6TG treatment	TSB	Untreated	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562695	SRP303474	SRS8134624	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Untreated:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021572	17607624				True	WT		TSB;Untreated;exp;USA300 LAC;WT
SRX9960966	PRJNA695221	SAMN17607625		6TG treatment	TSB	Untreated	exp	USA300 LAC	Control				0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562694	SRP303474	SRS8134625	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280					6TG treatment:TSB:Untreated:Exponential:USA300 LAC:WT	True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021573	17607625				True	WT		TSB;Untreated;exp;USA300 LAC;WT
SRX8387570	PRJNA634715			staph stress	CA-MHB	None	exp	TCH1516	Control						PAIRED																								staph stress:CA-MHB:None:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;None;exp;TCH1516;WT
SRX8387586	PRJNA634715			staph stress	CA-MHB	None	exp	TCH1516	Control						PAIRED																								staph stress:CA-MHB:None:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;None;exp;TCH1516;WT
SRX8387569	PRJNA634715			staph stress	CA-MHB	None	exp	TCH1516	Control						PAIRED																								staph stress:CA-MHB:None:Exponential:TCH1516:WT	True	True		True											True	WT		CA-MHB;None;exp;TCH1516;WT
SRX8387587	PRJNA634715			staph stress	CA-MHB	OD 1.0	stat	TCH1516	Control						PAIRED																								staph stress:CA-MHB:OD 1.0:Stationary:TCH1516:WT	True	True		True											True	WT		CA-MHB;OD 1.0;stat;TCH1516;WT
SRX8387588	PRJNA634715			staph stress	CA-MHB	OD 1.0	stat	TCH1516	Control						PAIRED																								staph stress:CA-MHB:OD 1.0:Stationary:TCH1516:WT	True	True		True											True	WT		CA-MHB;OD 1.0;stat;TCH1516;WT
Vir_1	Virulence Determination			Virulence iModulon determination	TSB	Control	stat	JE2	Control		0.98				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_1_S212_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_JE2-WT__Replicate_1_S212_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Control:Stationary:JE2:WT	True	True	True	True	True										True	WT		TSB;Control;stat;JE2;WT
Vir_10	Virulence Determination			Virulence iModulon determination	TSB	Mutant	stat	JE2	Control		0.89				PAIRED																				s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_2_S209_L002_R1_001.fastq.gz	s3://sbrg-sequencing-files/2020-11-13-IGM-NovaSeq/UO1_SRS_200928_NE1246_JE2-sigS_Replicate_2_S209_L002_R2_001.fastq.gz	True		Virulence iModulon determination:TSB:Mutant:Stationary:JE2:sigS::bursa; NE1246	True	True	True	True	True										True	sigS::bursa	 NE1246	TSB;Mutant;stat;JE2;sigS::bursa
