All-Genes	Genes in same transcription unit	Accession-1	Left-End-Position	Right-End-Position
USA300HOU_RS08590	USA300HOU_RS08595 // USA300HOU_RS08590 // USA300HOU_RS08585 // USA300HOU_RS08580 // USA300HOU_RS08575	USA300HOU_RS08590	1719719	1720642
USA300HOU_RS08595	USA300HOU_RS08595 // USA300HOU_RS08590 // USA300HOU_RS08585 // USA300HOU_RS08580 // USA300HOU_RS08575	USA300HOU_RS08595	1720645	1721283
USA300HOU_RS08600	USA300HOU_RS08610 // USA300HOU_RS08605 // USA300HOU_RS08600	USA300HOU_RS08600	1721568	1721876
USA300HOU_RS08605	USA300HOU_RS08610 // USA300HOU_RS08605 // USA300HOU_RS08600	USA300HOU_RS08605	1721891	1722319
USA300HOU_RS08610	USA300HOU_RS08610 // USA300HOU_RS08605 // USA300HOU_RS08600	USA300HOU_RS08610	1722323	1722583
USA300HOU_RS08615	USA300HOU_RS08615	USA300HOU_RS08615	1722646	1725276
USA300HOU_RS08620	USA300HOU_RS08625 // USA300HOU_RS08620	USA300HOU_RS08620	1725619	1728096
USA300HOU_RS08625	USA300HOU_RS08625 // USA300HOU_RS08620	USA300HOU_RS08625	1728098	1728766
USA300HOU_RS08630	USA300HOU_RS08635 // USA300HOU_RS08630	USA300HOU_RS08630	1729228	1730346
USA300HOU_RS08635	USA300HOU_RS08635 // USA300HOU_RS08630	USA300HOU_RS08635	1730347	1731489
USA300HOU_RS08640	USA300HOU_RS08640	USA300HOU_RS08640	1731801	1732814
USA300HOU_RS08645	USA300HOU_RS08650 // USA300HOU_RS08645	USA300HOU_RS08645	1733051	1733197
USA300HOU_RS08650	USA300HOU_RS08650 // USA300HOU_RS08645	USA300HOU_RS08650	1733237	1733419
USA300HOU_RS08655	USA300HOU_RS08655	USA300HOU_RS08655	1733519	1733941
USA300HOU_RS08660	USA300HOU_RS08660	USA300HOU_RS08660	1734026	1735300
USA300HOU_RS08665	USA300HOU_RS08670 // USA300HOU_RS08665	USA300HOU_RS08665	1735461	1736234
USA300HOU_RS08670	USA300HOU_RS08670 // USA300HOU_RS08665	USA300HOU_RS08670	1736234	1736362
USA300HOU_RS08675	USA300HOU_RS08680 // USA300HOU_RS08675	USA300HOU_RS08675	1736695	1738461
USA300HOU_RS08680	USA300HOU_RS08680 // USA300HOU_RS08675	USA300HOU_RS08680	1738477	1739739
USA300HOU_RS08685	USA300HOU_RS08695 // USA300HOU_RS08690 // USA300HOU_RS08685	USA300HOU_RS08685	1740200	1741075
USA300HOU_RS08690	USA300HOU_RS08695 // USA300HOU_RS08690 // USA300HOU_RS08685	USA300HOU_RS08690	1741072	1741524
USA300HOU_RS08695	USA300HOU_RS08695 // USA300HOU_RS08690 // USA300HOU_RS08685	USA300HOU_RS08695	1741536	1743725
USA300HOU_RS08700	USA300HOU_RS08705 // USA300HOU_RS08700	USA300HOU_RS08700	1744153	1744671
USA300HOU_RS08705	USA300HOU_RS08705 // USA300HOU_RS08700	USA300HOU_RS08705	1744693	1746966
USA300HOU_RS08710	USA300HOU_RS08710	USA300HOU_RS08710	1747169	1749448
USA300HOU_RS08715	USA300HOU_RS08745 // USA300HOU_RS08740 // USA300HOU_RS08735 // USA300HOU_RS08730 // USA300HOU_RS08725 // USA300HOU_RS08720 // USA300HOU_RS08715	USA300HOU_RS08715	1749723	1749983
USA300HOU_RS08720	USA300HOU_RS08745 // USA300HOU_RS08740 // USA300HOU_RS08735 // USA300HOU_RS08730 // USA300HOU_RS08725 // USA300HOU_RS08720 // USA300HOU_RS08715	USA300HOU_RS08720	1750002	1751141
USA300HOU_RS08725	USA300HOU_RS08745 // USA300HOU_RS08740 // USA300HOU_RS08735 // USA300HOU_RS08730 // USA300HOU_RS08725 // USA300HOU_RS08720 // USA300HOU_RS08715	USA300HOU_RS08725	1751164	1752189
USA300HOU_RS08730	USA300HOU_RS08745 // USA300HOU_RS08740 // USA300HOU_RS08735 // USA300HOU_RS08730 // USA300HOU_RS08725 // USA300HOU_RS08720 // USA300HOU_RS08715	USA300HOU_RS08730	1752191	1753195
USA300HOU_RS08735	USA300HOU_RS08745 // USA300HOU_RS08740 // USA300HOU_RS08735 // USA300HOU_RS08730 // USA300HOU_RS08725 // USA300HOU_RS08720 // USA300HOU_RS08715	USA300HOU_RS08735	1753227	1753829
USA300HOU_RS08740	USA300HOU_RS08745 // USA300HOU_RS08740 // USA300HOU_RS08735 // USA300HOU_RS08730 // USA300HOU_RS08725 // USA300HOU_RS08720 // USA300HOU_RS08715	USA300HOU_RS08740	1753843	1754298
USA300HOU_RS08745	USA300HOU_RS08745 // USA300HOU_RS08740 // USA300HOU_RS08735 // USA300HOU_RS08730 // USA300HOU_RS08725 // USA300HOU_RS08720 // USA300HOU_RS08715	USA300HOU_RS08745	1754311	1755603
USA300HOU_RS08750	USA300HOU_RS08760 // USA300HOU_RS08755 // USA300HOU_RS08750	USA300HOU_RS08750	1755958	1756242
USA300HOU_RS08755	USA300HOU_RS08760 // USA300HOU_RS08755 // USA300HOU_RS08750	USA300HOU_RS08755	1756254	1756574
USA300HOU_RS08760	USA300HOU_RS08760 // USA300HOU_RS08755 // USA300HOU_RS08750	USA300HOU_RS08760	1756580	1756888
USA300HOU_RS08765	USA300HOU_RS08770 // USA300HOU_RS08765	USA300HOU_RS08765	1757055	1757585
USA300HOU_RS08770	USA300HOU_RS08770 // USA300HOU_RS08765	USA300HOU_RS08770	1757585	1758427
USA300HOU_RS08775	USA300HOU_RS08775	USA300HOU_RS08775	1758627	1758746
USA300HOU_RS08780	USA300HOU_RS08780	USA300HOU_RS08780	1758820	1759293
USA300HOU_RS08785	USA300HOU_RS08785	USA300HOU_RS08785	1759767	1760051
USA300HOU_RS08790	USA300HOU_RS08795 // USA300HOU_RS08790	USA300HOU_RS08790	1760119	1760790
USA300HOU_RS08795	USA300HOU_RS08795 // USA300HOU_RS08790	USA300HOU_RS08795	1760802	1761509
USA300HOU_RS08800	USA300HOU_RS08800	USA300HOU_RS08800	1761611	1761721
USA300HOU_RS08805	USA300HOU_RS08810 // USA300HOU_RS08805	USA300HOU_RS08805	1761779	1763050
USA300HOU_RS08810	USA300HOU_RS08810 // USA300HOU_RS08805	USA300HOU_RS08810	1763063	1765693
USA300HOU_RS08815	USA300HOU_RS08815	USA300HOU_RS08815	1766096	1766656
USA300HOU_RS08820	USA300HOU_RS08825 // USA300HOU_RS08820	USA300HOU_RS08820	1766879	1767952
USA300HOU_RS08825	USA300HOU_RS08825 // USA300HOU_RS08820	USA300HOU_RS08825	1767986	1768087
USA300HOU_RS08830	USA300HOU_RS08830	USA300HOU_RS08830	1768148	1769434
USA300HOU_RS08835	USA300HOU_RS08845 // USA300HOU_RS08840 // USA300HOU_RS08835	USA300HOU_RS08835	1769482	1770456
USA300HOU_RS08840	USA300HOU_RS08845 // USA300HOU_RS08840 // USA300HOU_RS08835	USA300HOU_RS08840	1770459	1771127
USA300HOU_RS08845	USA300HOU_RS08845 // USA300HOU_RS08840 // USA300HOU_RS08835	USA300HOU_RS08845	1771149	1772075
USA300HOU_RS08850	USA300HOU_RS08855 // USA300HOU_RS08850	USA300HOU_RS08850	1772117	1772932
USA300HOU_RS08855	USA300HOU_RS08855 // USA300HOU_RS08850	USA300HOU_RS08855	1772954	1774300
USA300HOU_RS08865	USA300HOU_RS08865	USA300HOU_RS08865	1775261	1776523
USA300HOU_RS08870	USA300HOU_RS08870	USA300HOU_RS08870	1776674	1777975
USA300HOU_RS08875	USA300HOU_RS08885 // USA300HOU_RS08880 // USA300HOU_RS08875	USA300HOU_RS08875	1778023	1778133
USA300HOU_RS08880	USA300HOU_RS08885 // USA300HOU_RS08880 // USA300HOU_RS08875	USA300HOU_RS08880	1778138	1779067
USA300HOU_RS08885	USA300HOU_RS08885 // USA300HOU_RS08880 // USA300HOU_RS08875	USA300HOU_RS08885	1779086	1779694
USA300HOU_RS08890	USA300HOU_RS08890	USA300HOU_RS08890	1779771	1779872
USA300HOU_RS08895	USA300HOU_RS08895	USA300HOU_RS08895	1779836	1780192
USA300HOU_RS08900	USA300HOU_RS08905 // USA300HOU_RS08900	USA300HOU_RS08900	1780239	1780439
USA300HOU_RS08905	USA300HOU_RS08905 // USA300HOU_RS08900	USA300HOU_RS08905	1780468	1780995
USA300HOU_RS08910	USA300HOU_RS08910	USA300HOU_RS08910	1781224	1782717
USA300HOU_RS08915	USA300HOU_RS08915	USA300HOU_RS08915	1783143	1785080
USA300HOU_RS08920	USA300HOU_RS08920	USA300HOU_RS08920	1785278	1785400
USA300HOU_RS08925	USA300HOU_RS08935 // USA300HOU_RS08930 // USA300HOU_RS08925	USA300HOU_RS08925	1785493	1786413
USA300HOU_RS08930	USA300HOU_RS08935 // USA300HOU_RS08930 // USA300HOU_RS08925	USA300HOU_RS08930	1786413	1787813
USA300HOU_RS08935	USA300HOU_RS08935 // USA300HOU_RS08930 // USA300HOU_RS08925	USA300HOU_RS08935	1787814	1788284
USA300HOU_RS08940	USA300HOU_RS08940	USA300HOU_RS08940	1788494	1789519
USA300HOU_RS08945	USA300HOU_RS08955 // USA300HOU_RS08950 // USA300HOU_RS08945	USA300HOU_RS08945	1789689	1790312
USA300HOU_RS08950	USA300HOU_RS08955 // USA300HOU_RS08950 // USA300HOU_RS08945	USA300HOU_RS08950	1790328	1791200
USA300HOU_RS08955	USA300HOU_RS08955 // USA300HOU_RS08950 // USA300HOU_RS08945	USA300HOU_RS08955	1791216	1793846
USA300HOU_RS08960	USA300HOU_RS08960	USA300HOU_RS08960	1794140	1795627
USA300HOU_RS08965	USA300HOU_RS08970 // USA300HOU_RS08965	USA300HOU_RS08965	1796126	1797787
USA300HOU_RS08970	USA300HOU_RS08970 // USA300HOU_RS08965	USA300HOU_RS08970	1797787	1798491
USA300HOU_RS08975	USA300HOU_RS08975	USA300HOU_RS08975	1798443	1798661
USA300HOU_RS08980	USA300HOU_RS08985 // USA300HOU_RS08980	USA300HOU_RS08980	1798881	1800149
USA300HOU_RS08985	USA300HOU_RS08985 // USA300HOU_RS08980	USA300HOU_RS08985	1800198	1801319
USA300HOU_RS08990	USA300HOU_RS08990	USA300HOU_RS08990	1801667	1803028
USA300HOU_RS09005	USA300HOU_RS09010 // USA300HOU_RS09005	USA300HOU_RS09005	1805353	1807110
USA300HOU_RS09010	USA300HOU_RS09010 // USA300HOU_RS09005	USA300HOU_RS09010	1807132	1808100
USA300HOU_RS09015	USA300HOU_RS09020 // USA300HOU_RS09015	USA300HOU_RS09015	1808369	1809313
USA300HOU_RS09020	USA300HOU_RS09020 // USA300HOU_RS09015	USA300HOU_RS09020	1809313	1810170
USA300HOU_RS09025	USA300HOU_RS09025	USA300HOU_RS09025	1810365	1811594
USA300HOU_RS09030	USA300HOU_RS09035 // USA300HOU_RS09030	USA300HOU_RS09030	1812044	1815241
USA300HOU_RS09035	USA300HOU_RS09035 // USA300HOU_RS09030	USA300HOU_RS09035	1815262	1816203
USA300HOU_RS09040	USA300HOU_RS09040	USA300HOU_RS09040	1816464	1817762
USA300HOU_RS09045	USA300HOU_RS09045	USA300HOU_RS09045	1817967	1818380
USA300HOU_RS09050	USA300HOU_RS09050	USA300HOU_RS09050	1818685	1819374
USA300HOU_RS09055	USA300HOU_RS09055	USA300HOU_RS09055	1819549	1820604
USA300HOU_RS09060	USA300HOU_RS09060	USA300HOU_RS09060	1820698	1820796
USA300HOU_RS09065	USA300HOU_RS09065	USA300HOU_RS09065	1820920	1822038
USA300HOU_RS09070	USA300HOU_RS09070	USA300HOU_RS09070	1822179	1822679
USA300HOU_RS09075	USA300HOU_RS09075	USA300HOU_RS09075	1822925	1824127
USA300HOU_RS09080	USA300HOU_RS09080	USA300HOU_RS09080	1824215	1825162
USA300HOU_RS09085	USA300HOU_RS09085	USA300HOU_RS09085	1825285	1825779
USA300HOU_RS09090	USA300HOU_RS09090	USA300HOU_RS09090	1825877	1826647
USA300HOU_RS09095	USA300HOU_RS09100 // USA300HOU_RS09095	USA300HOU_RS09095	1826691	1827914
USA300HOU_RS09100	USA300HOU_RS09100 // USA300HOU_RS09095	USA300HOU_RS09100	1827914	1829062
USA300HOU_RS09105	USA300HOU_RS09105	USA300HOU_RS09105	1829211	1829351
USA300HOU_RS09110	USA300HOU_RS09110	USA300HOU_RS09110	1829425	1831119
USA300HOU_RS09115	USA300HOU_RS09115	USA300HOU_RS09115	1831256	1831720
USA300HOU_RS09120	USA300HOU_RS09120	USA300HOU_RS09120	1831964	1832566
USA300HOU_RS09125	USA300HOU_RS09125	USA300HOU_RS09125	1832639	1832893
USA300HOU_RS09130	USA300HOU_RS09130	USA300HOU_RS09130	1832782	1833525
USA300HOU_RS09135	USA300HOU_RS09135	USA300HOU_RS09135	1833605	1834051
USA300HOU_RS09140	USA300HOU_RS09145 // USA300HOU_RS09140	USA300HOU_RS09140	1834165	1835325
USA300HOU_RS09145	USA300HOU_RS09145 // USA300HOU_RS09140	USA300HOU_RS09145	1835312	1836916
USA300HOU_RS09150	USA300HOU_RS09150	USA300HOU_RS09150	1837010	1837105
USA300HOU_RS09155	USA300HOU_RS09155	USA300HOU_RS09155	1837066	1838196
USA300HOU_RS09160	USA300HOU_RS09160	USA300HOU_RS09160	1838303	1839769
USA300HOU_RS09165	USA300HOU_RS09165	USA300HOU_RS09165	1839897	1840514
USA300HOU_RS09170	USA300HOU_RS09170	USA300HOU_RS09170	1840686	1841960
USA300HOU_RS09175	USA300HOU_RS09175	USA300HOU_RS09175	1842054	1843316
USA300HOU_RS09180	USA300HOU_RS09180	USA300HOU_RS09180	1843698	1844603
USA300HOU_RS09185	USA300HOU_RS09185	USA300HOU_RS09185	1844583	1844675
USA300HOU_RS09190	USA300HOU_RS09190	USA300HOU_RS09190	1844806	1847493
USA300HOU_RS09195	USA300HOU_RS09195	USA300HOU_RS09195	1847789	1849456
USA300HOU_RS09200	USA300HOU_RS09200	USA300HOU_RS09200	1849896	1851602
USA300HOU_RS09205	USA300HOU_RS09210 // USA300HOU_RS09205	USA300HOU_RS09205	1851771	1852403
USA300HOU_RS09210	USA300HOU_RS09210 // USA300HOU_RS09205	USA300HOU_RS09210	1852428	1853597
USA300HOU_RS09215	USA300HOU_RS09215	USA300HOU_RS09215	1853695	1854684
USA300HOU_RS09220	USA300HOU_RS09220	USA300HOU_RS09220	1854757	1854870
USA300HOU_RS09225	USA300HOU_RS09225	USA300HOU_RS09225	1855224	1856315
USA300HOU_RS09230	USA300HOU_RS09230	USA300HOU_RS09230	1856776	1856880
USA300HOU_RS09235	USA300HOU_RS09235	USA300HOU_RS09235	1857015	1858373
USA300HOU_RS09240	USA300HOU_RS09240	USA300HOU_RS09240	1858447	1858938
USA300HOU_RS09245	USA300HOU_RS09260 // USA300HOU_RS09255 // USA300HOU_RS09250 // USA300HOU_RS09245	USA300HOU_RS09245	1859012	1860325
USA300HOU_RS09250	USA300HOU_RS09260 // USA300HOU_RS09255 // USA300HOU_RS09250 // USA300HOU_RS09245	USA300HOU_RS09250	1860349	1864173
USA300HOU_RS09255	USA300HOU_RS09260 // USA300HOU_RS09255 // USA300HOU_RS09250 // USA300HOU_RS09245	USA300HOU_RS09255	1864194	1864790
USA300HOU_RS09260	USA300HOU_RS09260 // USA300HOU_RS09255 // USA300HOU_RS09250 // USA300HOU_RS09245	USA300HOU_RS09260	1864819	1865676
USA300HOU_RS09265	USA300HOU_RS09265	USA300HOU_RS09265	1865776	1866087
USA300HOU_RS09270	USA300HOU_RS09270	USA300HOU_RS09270	1866152	1867228
USA300HOU_RS09275	USA300HOU_RS09275	USA300HOU_RS09275	1867315	1867626
USA300HOU_RS09280	USA300HOU_RS09280	USA300HOU_RS09280	1867751	1868593
USA300HOU_RS09285	USA300HOU_RS09290 // USA300HOU_RS09285	USA300HOU_RS09285	1869063	1869707
USA300HOU_RS09290	USA300HOU_RS09290 // USA300HOU_RS09285	USA300HOU_RS09290	1869722	1870513
USA300HOU_RS09295	USA300HOU_RS09300 // USA300HOU_RS09295	USA300HOU_RS09295	1871063	1871911
USA300HOU_RS09300	USA300HOU_RS09300 // USA300HOU_RS09295	USA300HOU_RS09300	1871915	1873324
USA300HOU_RS09305	USA300HOU_RS09315 // USA300HOU_RS09310 // USA300HOU_RS09305 // USA300HOU_RS15360	USA300HOU_RS09305	1874074	1874496
USA300HOU_RS09310	USA300HOU_RS09315 // USA300HOU_RS09310 // USA300HOU_RS09305 // USA300HOU_RS15360	USA300HOU_RS09310	1874513	1875208
USA300HOU_RS09315	USA300HOU_RS09315 // USA300HOU_RS09310 // USA300HOU_RS09305 // USA300HOU_RS15360	USA300HOU_RS09315	1875205	1876866
USA300HOU_RS09320	USA300HOU_RS09320	USA300HOU_RS09320	1877273	1878541
USA300HOU_RS09325	USA300HOU_RS09325	USA300HOU_RS09325	1878658	1885218
USA300HOU_RS09330	USA300HOU_RS09335 // USA300HOU_RS09330	USA300HOU_RS09330	1885544	1885855
USA300HOU_RS09335	USA300HOU_RS09335 // USA300HOU_RS09330	USA300HOU_RS09335	1885877	1888291
USA300HOU_RS09340	USA300HOU_RS09340	USA300HOU_RS09340	1888582	1889763
USA300HOU_RS09345	USA300HOU_RS09350 // USA300HOU_RS09345	USA300HOU_RS09345	1889873	1890826
USA300HOU_RS09350	USA300HOU_RS09350 // USA300HOU_RS09345	USA300HOU_RS09350	1890823	1891386
USA300HOU_RS09355	USA300HOU_RS09355	USA300HOU_RS09355	1891506	1891907
USA300HOU_RS09365	USA300HOU_RS09365	USA300HOU_RS09365	1892469	1893139
USA300HOU_RS09370	USA300HOU_RS15365 // USA300HOU_RS09375 // USA300HOU_RS09370	USA300HOU_RS09370	1893486	1894313
USA300HOU_RS09375	USA300HOU_RS15365 // USA300HOU_RS09375 // USA300HOU_RS09370	USA300HOU_RS09375	1894316	1894435
USA300HOU_RS09380	USA300HOU_RS09380	USA300HOU_RS09380	1894547	1895548
USA300HOU_RS09385	USA300HOU_RS09400 // USA300HOU_RS09395 // USA300HOU_RS09390 // USA300HOU_RS09385	USA300HOU_RS09385	1895670	1896134
USA300HOU_RS09390	USA300HOU_RS09400 // USA300HOU_RS09395 // USA300HOU_RS09390 // USA300HOU_RS09385	USA300HOU_RS09390	1896147	1897328
USA300HOU_RS09395	USA300HOU_RS09400 // USA300HOU_RS09395 // USA300HOU_RS09390 // USA300HOU_RS09385	USA300HOU_RS09395	1897339	1897971
USA300HOU_RS09400	USA300HOU_RS09400 // USA300HOU_RS09395 // USA300HOU_RS09390 // USA300HOU_RS09385	USA300HOU_RS09400	1897978	1899009
USA300HOU_RS09405	USA300HOU_RS09405	USA300HOU_RS09405	1899502	1901004
USA300HOU_RS09410	USA300HOU_RS09420 // USA300HOU_RS09415 // USA300HOU_RS09410	USA300HOU_RS09410	1901527	1901841
USA300HOU_RS09415	USA300HOU_RS09420 // USA300HOU_RS09415 // USA300HOU_RS09410	USA300HOU_RS09415	1901841	1903133
USA300HOU_RS09420	USA300HOU_RS09420 // USA300HOU_RS09415 // USA300HOU_RS09410	USA300HOU_RS09420	1903151	1903546
USA300HOU_RS09425	USA300HOU_RS09425	USA300HOU_RS09425	1903841	1904695
USA300HOU_RS09430	USA300HOU_RS09430	USA300HOU_RS09430	1904971	1905195
USA300HOU_RS09435	USA300HOU_RS09435	USA300HOU_RS09435	1905394	1905864
USA300HOU_RS09440	USA300HOU_RS09440	USA300HOU_RS09440	1905977	1906420
USA300HOU_RS09445	USA300HOU_RS09445	USA300HOU_RS09445	1906407	1906850
USA300HOU_RS09450	USA300HOU_RS09450	USA300HOU_RS09450	1907146	1907781
USA300HOU_RS09455	USA300HOU_RS09455	USA300HOU_RS09455	1908221	1908934
USA300HOU_RS09460	USA300HOU_RS09460	USA300HOU_RS09460	1909194	1909496
USA300HOU_RS09465	USA300HOU_RS09470 // USA300HOU_RS09465	USA300HOU_RS09465	1909752	1910117
USA300HOU_RS09470	USA300HOU_RS09470 // USA300HOU_RS09465	USA300HOU_RS09470	1910114	1910467
USA300HOU_RS09485	USA300HOU_RS09485	USA300HOU_RS09485	1912550	1913383
USA300HOU_RS09490	USA300HOU_RS09490	USA300HOU_RS09490	1913595	1914503
USA300HOU_RS09495	USA300HOU_RS09495	USA300HOU_RS09495	1914628	1915821
USA300HOU_RS09500	USA300HOU_RS09500	USA300HOU_RS09500	1916192	1917784
USA300HOU_RS09505	USA300HOU_RS09505	USA300HOU_RS09505	1917920	1918405
USA300HOU_RS09510	USA300HOU_RS09515 // USA300HOU_RS09510	USA300HOU_RS09510	1918780	1919526
USA300HOU_RS09515	USA300HOU_RS09515 // USA300HOU_RS09510	USA300HOU_RS09515	1919531	1920004
USA300HOU_RS09520	USA300HOU_RS09520	USA300HOU_RS09520	1920070	1920327
USA300HOU_RS09525	USA300HOU_RS09530 // USA300HOU_RS09525	USA300HOU_RS09525	1920324	1921325
USA300HOU_RS09530	USA300HOU_RS09530 // USA300HOU_RS09525	USA300HOU_RS09530	1921330	1922808
USA300HOU_RS09535	USA300HOU_RS09535	USA300HOU_RS09535	1922967	1923422
USA300HOU_RS09540	USA300HOU_RS09540	USA300HOU_RS09540	1923725	1924375
USA300HOU_RS09545	USA300HOU_RS09545	USA300HOU_RS09545	1924456	1925451
USA300HOU_RS09550	USA300HOU_RS09555 // USA300HOU_RS09550	USA300HOU_RS09550	1925683	1926153
USA300HOU_RS09555	USA300HOU_RS09555 // USA300HOU_RS09550	USA300HOU_RS09555	1926194	1926538
USA300HOU_RS09560	USA300HOU_RS09560	USA300HOU_RS09560	1926636	1927187
USA300HOU_RS09565	USA300HOU_RS09565	USA300HOU_RS09565	1927405	1928046
USA300HOU_RS09570	USA300HOU_RS09580 // USA300HOU_RS09575 // USA300HOU_RS09570	USA300HOU_RS09570	1928160	1928345
USA300HOU_RS09575	USA300HOU_RS09580 // USA300HOU_RS09575 // USA300HOU_RS09570	USA300HOU_RS09575	1928347	1928523
USA300HOU_RS09580	USA300HOU_RS09580 // USA300HOU_RS09575 // USA300HOU_RS09570	USA300HOU_RS09580	1928534	1928917
USA300HOU_RS09585	USA300HOU_RS09585	USA300HOU_RS09585	1929109	1929318
USA300HOU_RS09590	USA300HOU_RS09590	USA300HOU_RS09590	1929521	1929664
USA300HOU_RS09595	USA300HOU_RS09595	USA300HOU_RS09595	1930085	1930186
USA300HOU_RS09600	USA300HOU_RS09600	USA300HOU_RS09600	1930534	1930893
USA300HOU_RS09605	USA300HOU_RS09605	USA300HOU_RS09605	1931432	1935247
USA300HOU_RS09615	USA300HOU_RS09625 // USA300HOU_RS09620 // USA300HOU_RS09615	USA300HOU_RS09615	1936393	1937592
USA300HOU_RS09620	USA300HOU_RS09625 // USA300HOU_RS09620 // USA300HOU_RS09615	USA300HOU_RS09620	1937585	1939324
USA300HOU_RS09625	USA300HOU_RS09625 // USA300HOU_RS09620 // USA300HOU_RS09615	USA300HOU_RS09625	1939305	1939439
USA300HOU_RS09630	USA300HOU_RS09630	USA300HOU_RS09630	1939504	1940223
USA300HOU_RS09635	USA300HOU_RS09635	USA300HOU_RS09635	1940374	1941090
USA300HOU_RS09640	USA300HOU_RS09640	USA300HOU_RS09640	1941248	1941967
USA300HOU_RS09645	USA300HOU_RS09645	USA300HOU_RS09645	1942088	1942807
USA300HOU_RS09650	USA300HOU_RS09650	USA300HOU_RS09650	1942865	1943587
USA300HOU_RS09655	USA300HOU_RS09655	USA300HOU_RS09655	1943712	1944419
USA300HOU_RS09660	USA300HOU_RS09660	USA300HOU_RS09660	1944855	1945073
USA300HOU_RS09665	USA300HOU_RS09665	USA300HOU_RS09665	1945383	1945949
USA300HOU_RS09675	USA300HOU_RS09700 // USA300HOU_RS09695 // USA300HOU_RS09690 // USA300HOU_RS09685 // USA300HOU_RS09680 // USA300HOU_RS09675 // USA300HOU_RS15380	USA300HOU_RS09675	1947118	1947879
USA300HOU_RS09680	USA300HOU_RS09700 // USA300HOU_RS09695 // USA300HOU_RS09690 // USA300HOU_RS09685 // USA300HOU_RS09680 // USA300HOU_RS09675 // USA300HOU_RS15380	USA300HOU_RS09680	1947876	1948568
USA300HOU_RS09685	USA300HOU_RS09700 // USA300HOU_RS09695 // USA300HOU_RS09690 // USA300HOU_RS09685 // USA300HOU_RS09680 // USA300HOU_RS09675 // USA300HOU_RS15380	USA300HOU_RS09685	1948591	1949964
USA300HOU_RS09690	USA300HOU_RS09700 // USA300HOU_RS09695 // USA300HOU_RS09690 // USA300HOU_RS09685 // USA300HOU_RS09680 // USA300HOU_RS09675 // USA300HOU_RS15380	USA300HOU_RS09690	1949974	1950492
USA300HOU_RS09695	USA300HOU_RS09700 // USA300HOU_RS09695 // USA300HOU_RS09690 // USA300HOU_RS09685 // USA300HOU_RS09680 // USA300HOU_RS09675 // USA300HOU_RS15380	USA300HOU_RS09695	1950508	1951752
USA300HOU_RS09700	USA300HOU_RS09700 // USA300HOU_RS09695 // USA300HOU_RS09690 // USA300HOU_RS09685 // USA300HOU_RS09680 // USA300HOU_RS09675 // USA300HOU_RS15380	USA300HOU_RS09700	1951745	1954738
USA300HOU_RS09705	USA300HOU_RS09705	USA300HOU_RS09705	1954803	1954946
USA300HOU_RS09710	USA300HOU_RS09710	USA300HOU_RS09710	1955683	1955826
USA300HOU_RS09715	USA300HOU_RS09720 // USA300HOU_RS09715	USA300HOU_RS09715	1956068	1957051
USA300HOU_RS09720	USA300HOU_RS09720 // USA300HOU_RS09715	USA300HOU_RS09720	1957053	1957988
USA300HOU_RS09725	USA300HOU_RS09730 // USA300HOU_RS09725	USA300HOU_RS09725	1958787	1959326
USA300HOU_RS09730	USA300HOU_RS09730 // USA300HOU_RS09725	USA300HOU_RS09730	1959339	1960126
USA300HOU_RS09735	USA300HOU_RS09770 // USA300HOU_RS09765 // USA300HOU_RS09760 // USA300HOU_RS09755 // USA300HOU_RS09750 // USA300HOU_RS09745 // USA300HOU_RS09740 // USA300HOU_RS09735	USA300HOU_RS09735	1961369	1961457
USA300HOU_RS09740	USA300HOU_RS09770 // USA300HOU_RS09765 // USA300HOU_RS09760 // USA300HOU_RS09755 // USA300HOU_RS09750 // USA300HOU_RS09745 // USA300HOU_RS09740 // USA300HOU_RS09735	USA300HOU_RS09740	1961512	1961583
USA300HOU_RS09745	USA300HOU_RS09770 // USA300HOU_RS09765 // USA300HOU_RS09760 // USA300HOU_RS09755 // USA300HOU_RS09750 // USA300HOU_RS09745 // USA300HOU_RS09740 // USA300HOU_RS09735	USA300HOU_RS09745	1961585	1961659
USA300HOU_RS09750	USA300HOU_RS09770 // USA300HOU_RS09765 // USA300HOU_RS09760 // USA300HOU_RS09755 // USA300HOU_RS09750 // USA300HOU_RS09745 // USA300HOU_RS09740 // USA300HOU_RS09735	USA300HOU_RS09750	1961674	1961747
USA300HOU_RS09755	USA300HOU_RS09770 // USA300HOU_RS09765 // USA300HOU_RS09760 // USA300HOU_RS09755 // USA300HOU_RS09750 // USA300HOU_RS09745 // USA300HOU_RS09740 // USA300HOU_RS09735	USA300HOU_RS09755	1961763	1961838
USA300HOU_RS09760	USA300HOU_RS09770 // USA300HOU_RS09765 // USA300HOU_RS09760 // USA300HOU_RS09755 // USA300HOU_RS09750 // USA300HOU_RS09745 // USA300HOU_RS09740 // USA300HOU_RS09735	USA300HOU_RS09760	1961852	1961924
USA300HOU_RS09765	USA300HOU_RS09770 // USA300HOU_RS09765 // USA300HOU_RS09760 // USA300HOU_RS09755 // USA300HOU_RS09750 // USA300HOU_RS09745 // USA300HOU_RS09740 // USA300HOU_RS09735	USA300HOU_RS09765	1961941	1962016
