	BioProject	BioSample	Body_Site	project	base_media	condition	growth_phase	isolate	reference_condition	skip	OD-600	Genetic Changes; Name	NOTES	InsertDev	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	LibraryStrategy	Manual Strain	Model	Platform	Project	ProjectID	ReleaseDate	Run	SRAStudy	Sample	ScientificName	Submission	TaxID	class_tax_id	species	species_tax_id	strain_tax_id	R1	R2	Swift	Treatment	full_name	passed_fastqc	passed_global_correlation	passed_number_replicates	passed_reads_mapped_to_CDS	passed_similar_replicates	condition_name	project_name	CenterName	Notes	SRA ID	Biosample	GEO Series	GEO Sample	PMID
SRX8387583	PRJNA634715	SAMN15005134		staph stress	CA-MHB	2g/L Pyruvate	Exponential	TCH1516	Control			WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837165	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387584	PRJNA634715	SAMN15005134		staph stress	CA-MHB	2g/L Pyruvate	Exponential	TCH1516	Control			WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837166	SRP263146	SRS6701150	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387582	PRJNA634715	SAMN15005120		staph stress	CA-MHB	1.5mM Ile	Exponential	TCH1516	Control			WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:42	SRR11837170	SRP263146	SRS6701148	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387572	PRJNA634715	SAMN15005131		staph stress	RPMI+10%LB	None	Exponential	TCH1516	Control		1.0539	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837152	SRP263146	SRS6701156	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387571	PRJNA634715	SAMN15005120		staph stress	CA-MHB	1.5mM Ile	Exponential	TCH1516	Control		1.0433	WT	First S. aureus ICA model	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	5/24/2020 5:37	SRR11837151	SRP263146	SRS6701156	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True										
SRX8387559	PRJNA634715	SAMN15005119		staph stress	RPMI+10%LB	None	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:14	SRR11837180	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387560	PRJNA634715	SAMN15005119		staph stress	RPMI+10%LB	None	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837179	SRP263146	SRS6701144	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387561	PRJNA634715	SAMN15005124		staph stress	CA-MHB	2g/L Glucose	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837178	SRP263146	SRS6701143	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387562	PRJNA634715	SAMN15005124		staph stress	CA-MHB	2g/L Glucose	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837177	SRP263146	SRS6701143	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387563	PRJNA634715	SAMN15005125		staph stress	CA-MHB	Control	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837175	SRP263146	SRS6701145	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387564	PRJNA634715	SAMN15005125		staph stress	CA-MHB	Control	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837174	SRP263146	SRS6701145	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387565	PRJNA634715	SAMN15005126		staph stress	RPMI+10%LB	25ug/mL adenine	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837173	SRP263146	SRS6701146	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387566	PRJNA634715	SAMN15005126		staph stress	RPMI+10%LB	25ug/mL adenine	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837176	SRP263146	SRS6701146	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387567	PRJNA634715	SAMN15005127		staph stress	RPMI+10%LB	25ug/mL guanine	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837172	SRP263146	SRS6701147	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387568	PRJNA634715	SAMN15005127		staph stress	RPMI+10%LB	25ug/mL guanine	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:44:41	SRR11837171	SRP263146	SRS6701147	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387589	PRJNA634715	SAMN15005121		staph stress	RPMI+10%LB	4percentNaCl	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:14	SRR11837150	SRP263146	SRS6701157	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387590	PRJNA634715	SAMN15005121		staph stress	RPMI+10%LB	4percentNaCl	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837149	SRP263146	SRS6701157	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387591	PRJNA634715	SAMN15005122		staph stress	RPMI+10%LB	5.5pH	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837148	SRP263146	SRS6701158	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387592	PRJNA634715	SAMN15005122		staph stress	RPMI+10%LB	5.5pH	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:42:39	SRR11837147	SRP263146	SRS6701158	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387593	PRJNA634715	SAMN15005123		staph stress	CA-MHB	25mM NaCHO3	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837146	SRP263146	SRS6701159	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8387594	PRJNA634715	SAMN15005123		staph stress	CA-MHB	25mM NaCHO3	Exponential	LAC	Control			WT	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		634715	2020-05-24 05:37:15	SRR11837145	SRP263146	SRS6701159	Staphylococcus aureus	SRA1079173	1280			1208							True	True		True				UNIVERSITY OF CALIFORNIA- SAN DIEGO						
SRX8419175	PRJNA635678	SAMN15048984		nafcillin ALE	CA-MHB	Control	Exponential	TCH1516	Control			SNFM1	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869069	SRP265146	SRS6730773	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX8419176	PRJNA635678	SAMN15048984		nafcillin ALE	CA-MHB	Control	Exponential	TCH1516	Control			SNFM1	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869070	SRP265146	SRS6730773	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX8419177	PRJNA635678	SAMN15048985		nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SNFM1	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869067	SRP265146	SRS6730774	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX8419178	PRJNA635678	SAMN15048985		nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SNFM1	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869068	SRP265146	SRS6730774	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX8419179	PRJNA635678	SAMN15048986		nafcillin ALE	CA-MHB	None	Exponential	TCH1516	Control			SNFR19	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869064	SRP265146	SRS6730775	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX8419180	PRJNA635678	SAMN15048986		nafcillin ALE	CA-MHB	None	Exponential	TCH1516	Control			SNFR19	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869065	SRP265146	SRS6730775	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX8419181	PRJNA635678	SAMN15048987		nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SNFR19	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869066	SRP265146	SRS6730776	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX8419182	PRJNA635678	SAMN15048987		nafcillin ALE	RPMI+10%LB	None	Exponential	TCH1516	Control			SNFR19	PNAS StaphICA data	0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA		635678	5/28/2020 16:23	SRR11869063	SRP265146	SRS6730776	Staphylococcus aureus	SRA1080945	1280			1208							True	True		True										
SRX9633794	PRJNA682627	SAMN17004432		temperature	TSB	34C	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200241	SRP295980	SRS7833919	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593422	17004432	GSE162697	GSM4957502	33731473
SRX9633795	PRJNA682627	SAMN17004447		temperature	TSB	34C	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200242	SRP295980	SRS7833920	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593423	17004447	GSE162697	GSM4957503	33731473
SRX9633796	PRJNA682627	SAMN17004446		temperature	TSB	34C	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200243	SRP295980	SRS7833921	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593424	17004446	GSE162697	GSM4957504	33731473
SRX9633800	PRJNA682627	SAMN17004442		temperature	TSB	40C	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200247	SRP295980	SRS7833925	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593428	17004442	GSE162697	GSM4957508	33731473
SRX9633801	PRJNA682627	SAMN17004441		temperature	TSB	40C	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200248	SRP295980	SRS7833926	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593429	17004441	GSE162697	GSM4957509	33731473
SRX9633802	PRJNA682627	SAMN17004440		temperature	TSB	40C	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200249	SRP295980	SRS7833927	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593430	17004440	GSE162697	GSM4957510	33731473
SRX9633797	PRJNA682627	SAMN17004445		temperature	TSB	Control	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200244	SRP295980	SRS7833922	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593425	17004445	GSE162697	GSM4957505	33731473
SRX9633798	PRJNA682627	SAMN17004444		temperature	TSB	Control	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200245	SRP295980	SRS7833923	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593426	17004444	GSE162697	GSM4957506	33731473
SRX9633799	PRJNA682627	SAMN17004443		temperature	TSB	Control	Exponential	AH1263	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 4000	ILLUMINA	Temperature	682627	3/10/2021 17:28	SRR13200246	SRP295980	SRS7833924	Staphylococcus aureus	SRA1167112	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12593427	17004443	GSE162697	GSM4957507	33731473
SRX9634015	PRJNA682641	SAMN17004696		biofilm foramation	TSB	Biofilm	Biofilm	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200533	SRP295997	SRS7834140	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634016	PRJNA682641	SAMN17004724		biofilm foramation	TSB	Biofilm	Biofilm	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200534	SRP295997	SRS7834141	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634017	PRJNA682641	SAMN17004723		biofilm foramation	TSB	Biofilm	Biofilm	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200535	SRP295997	SRS7834142	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634018	PRJNA682641	SAMN17004722		biofilm foramation	BHI	Biofilm	Biofilm	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200536	SRP295997	SRS7834143	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634020	PRJNA682641	SAMN17004720		biofilm foramation	BHI	Biofilm	Biofilm	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200538	SRP295997	SRS7834145	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634009	PRJNA682641	SAMN17004702		biofilm foramation	TSB	Control	Exponential	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200527	SRP295997	SRS7834134	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634010	PRJNA682641	SAMN17004701		biofilm foramation	TSB	Control	Exponential	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200528	SRP295997	SRS7834135	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634011	PRJNA682641	SAMN17004700		biofilm foramation	TSB	Control	Exponential	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200529	SRP295997	SRS7834136	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634012	PRJNA682641	SAMN17004699		biofilm foramation	BHI	Control	Exponential	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200530	SRP295997	SRS7834137	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634013	PRJNA682641	SAMN17004698		biofilm foramation	BHI	Control	Exponential	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200531	SRP295997	SRS7834138	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9634014	PRJNA682641	SAMN17004697		biofilm foramation	BHI	Control	Exponential	USA300	Control			WT		0	0	SINGLE	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA		682641	2020-12-07 12:24:35	SRR13200532	SRP295997	SRS7834139	Staphylococcus aureus	SRA1167130	91061	91061	Staphylococcus aureus	1280	1280			False			True	True		True										
SRX9682659	PRJNA685119	SAMN17077275		biofilm2	TSB	Biofilm-10hr	Biofilm	LAC		TRUE		WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Biofilm	685119	12/23/2020 2:40	SRR13251268;SRR13251269;SRR13251270;SRR13251271	SRP297878	SRS7880503	Staphylococcus aureus	SRA1173949	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12665762	17077275	GSE163153	GSM4973285	
SRX9682649	PRJNA685119	SAMN17077263		biofilm2	TSB	Biofilm-5hr	Biofilm	LAC		TRUE		WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Biofilm	685119	12/23/2020 2:40	SRR13251228;SRR13251229;SRR13251230;SRR13251231	SRP297878	SRS7880493	Staphylococcus aureus	SRA1173949	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12665752	17077263	GSE163153	GSM4973275	
SRX9682664	PRJNA685119	SAMN17077270		biofilm2	TSB	Planktonic-10hr	Exponential	LAC		TRUE		WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Biofilm	685119	12/23/2020 2:40	SRR13251288;SRR13251289;SRR13251290;SRR13251291	SRP297878	SRS7880508	Staphylococcus aureus	SRA1173949	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12665767	17077270	GSE163153	GSM4973290	
SRX9682674	PRJNA685119	SAMN17076558		biofilm2	TSB	Planktonic-24hr	Exponential	LAC		TRUE		WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		NextSeq 500	ILLUMINA	Biofilm	685119	12/23/2020 2:40	SRR13251356;SRR13251357;SRR13251358;SRR13251359;SRR13251360;SRR13251361;SRR13251362;SRR13251363	SRP297878	SRS7880518	Staphylococcus aureus	SRA1173949	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				GEO		12665777	17076558	GSE163153	GSM4973300	
SRX9699053	PRJNA686110	SAMN17106072		itaconate	LB	30mM itaconate	Exponential	USA300 LAC	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268916	SRP298366	SRS7895239	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				COLUMBIA UNIVERSITY		12684859	17106072			
SRX9699054	PRJNA686110	SAMN17106073		itaconate	LB	30mM itaconate	Exponential	USA300 LAC	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268915	SRP298366	SRS7895240	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				COLUMBIA UNIVERSITY		12684860	17106073			
SRX9699055	PRJNA686110	SAMN17106070		itaconate	LB	Control	Exponential	USA300 LAC	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268914	SRP298366	SRS7895241	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				COLUMBIA UNIVERSITY		12684861	17106070			
SRX9699056	PRJNA686110	SAMN17106071		itaconate	LB	Control	Exponential	USA300 LAC	Control			WT		0	0	PAIRED	cDNA	TRANSCRIPTOMIC	RNA-Seq		Illumina HiSeq 2500	ILLUMINA	Itaconate	686110	12/20/2020 7:35	SRR13268913	SRP298366	SRS7895242	Staphylococcus aureus	SRA1173532	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				COLUMBIA UNIVERSITY		12684862	17106071			
SRX9960955	PRJNA695221	SAMN17607628		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			delta-purK		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562705	SRP303474	SRS8134614	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021562	17607628			
SRX9960956	PRJNA695221	SAMN17607629		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			delta-purK		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562704	SRP303474	SRS8134615	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021563	17607629			
SRX9960957	PRJNA695221	SAMN17607630		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			delta-purK		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562703	SRP303474	SRS8134616	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021564	17607630			
SRX9960958	PRJNA695221	SAMN17607631		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			delta-purK		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562702	SRP303474	SRS8134617	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021565	17607631			
SRX9960961	PRJNA695221	SAMN17607620		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562699	SRP303474	SRS8134620	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021568	17607620			
SRX9960962	PRJNA695221	SAMN17607621		6TG treatment	TSB	6TG	Exponential	USA300 LAC	Control			WT		0	0	SINGLE	RANDOM	TRANSCRIPTOMIC	RNA-Seq		NextSeq 550	ILLUMINA	6-thioguanine	695221	2/22/2021 13:36	SRR13562698	SRP303474	SRS8134621	Staphylococcus aureus	SRA1188499	1280	91061	Staphylococcus aureus	1280	1280						True	True		True				UNIVERSITY OF WESTERN ONTARIO		13021569	17607621			
