locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
USA300HOU_RS08400,USA300HOU_RS08400,NC_010079.1,USA300HOU_1576,1685208,1685384,-,30S ribosomal protein S21,"Translation, ribosomal structure and biogenesis",A0A077UHS1,Op1019
USA300HOU_RS08405,mtaB,NC_010079.1,USA300HOU_1577,1685677,1687023,-,tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB,"Translation, ribosomal structure and biogenesis",A0A0E0VPH7,Op1020
USA300HOU_RS08410,USA300HOU_RS08410,NC_010079.1,USA300HOU_1578,1687030,1687782,-,16S rRNA (uracil(1498)-N(3))-methyltransferase,"Translation, ribosomal structure and biogenesis",A0A0H2WZ87,Op1020
USA300HOU_RS08415,prmA,NC_010079.1,USA300HOU_1579,1687784,1688722,-,50S ribosomal protein L11 methyltransferase,"Translation, ribosomal structure and biogenesis",A0A068DWZ8,Op1020
USA300HOU_RS08420,dnaJ,NC_010079.1,USA300HOU_1580,1688726,1689865,-,molecular chaperone DnaJ,"PostXtranslational modification, protein turnover, and chaperones",A0A0E0VPA6,Op1020
USA300HOU_RS08425,dnaK,NC_010079.1,USA300HOU_1581,1690001,1691833,-,molecular chaperone DnaK,"PostXtranslational modification, protein turnover, and chaperones",A0A4T9YP21,Op1021
USA300HOU_RS08430,grpE,NC_010079.1,USA300HOU_1582,1691902,1692528,-,nucleotide exchange factor GrpE,"PostXtranslational modification, protein turnover, and chaperones",A0A068A8Z0,Op1022
USA300HOU_RS08435,hrcA,NC_010079.1,USA300HOU_1583,1692560,1693537,-,heat-inducible transcription repressor HrcA,Transcription,A6QHC5,Op1022
USA300HOU_RS08440,USA300HOU_RS08440,NC_010079.1,USA300HOU_1584,1693637,1694761,-,oxygen-independent coproporphyrinogen III oxidase,Coenzyme transport and metabolism,A0A0H3KD09,Op1023
USA300HOU_RS08450,lepA,NC_010079.1,USA300HOU_1586,1695324,1697147,-,elongation factor 4,Cell wall/membrane/envelope biogenesis,A0A0D6HJL9,Op1024
USA300HOU_RS08455,USA300HOU_RS08455,NC_010079.1,USA300HOU_1587,1697493,1697744,+,30S ribosomal protein S20,"Translation, ribosomal structure and biogenesis",A0A0E1VJ38,Op1025
USA300HOU_RS08460,holA,NC_010079.1,USA300HOU_1588,1697789,1698763,-,DNA polymerase III subunit delta,"Replication, recombination and repair",A0A0H2WYZ0,Op1026
USA300HOU_RS08465,USA300HOU_RS08465,NC_010079.1,USA300HOU_1589,1698820,1700967,-,DNA internalization-related competence protein ComEC/Rec2,Function unknown,A0A5A8VPC6,Op1027
USA300HOU_RS08470,USA300HOU_RS08470,NC_010079.1,USA300HOU_1590,1701026,1701487,-,ComE operon protein 2,Nucleotide transport and metabolism,A0A0H3JRN5,Op1028
USA300HOU_RS08475,USA300HOU_RS08475,NC_010079.1,USA300HOU_1591,1701579,1702265,-,ComEA family DNA-binding protein,"Replication, recombination and repair",A0A0H2WZ91,Op1029
USA300HOU_RS08480,USA300HOU_RS08480,NC_010079.1,USA300HOU_1592,1702305,1703021,-,class I SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",A0A0E1VJ41,Op1029
USA300HOU_RS08485,rsfS,NC_010079.1,USA300HOU_1593,1703024,1703377,-,ribosome silencing factor,"Translation, ribosomal structure and biogenesis",A0A0H2WYZ4,Op1029
USA300HOU_RS08490,USA300HOU_RS08490,NC_010079.1,USA300HOU_1594,1703378,1703962,-,HD domain-containing protein,Coenzyme transport and metabolism,A0A0E1XFC4,Op1029
USA300HOU_RS08495,nadD,NC_010079.1,USA300HOU_1595,1703952,1704521,-,nicotinate (nicotinamide) nucleotide adenylyltransferase,Coenzyme transport and metabolism,A0A0D6HJE2,Op1029
USA300HOU_RS08500,yhbY,NC_010079.1,USA300HOU_1596,1704524,1704814,-,ribosome assembly RNA-binding protein YhbY,"Translation, ribosomal structure and biogenesis",A0A0E1VH30,Op1029
USA300HOU_RS08505,aroE,NC_010079.1,USA300HOU_1597,1704818,1705624,-,shikimate dehydrogenase,Amino acid transport and metabolism,A0A0D6H666,Op1029
USA300HOU_RS08510,yqeH,NC_010079.1,USA300HOU_1598,1705638,1706738,-,ribosome biogenesis GTPase YqeH,Function unknown,A0A0H2WZ95,Op1029
USA300HOU_RS08515,USA300HOU_RS08515,NC_010079.1,USA300HOU_1599,1706739,1707266,-,YqeG family HAD IIIA-type phosphatase,Function unknown,A0A0E0VQ95,Op1029
USA300HOU_RS08520,mtnN,NC_010079.1,USA300HOU_1600,1707286,1707972,-,5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase,Nucleotide transport and metabolism,A0A0E1VR15,Op1029
USA300HOU_RS08530,USA300HOU_RS08530,NC_010079.1,USA300HOU_1602,1708286,1708555,+,hypothetical protein,No COG annotation,A0A0E0VQP9,Op1030
USA300HOU_RS08535,USA300HOU_RS08535,NC_010079.1,USA300HOU_1603,1708757,1709509,-,enterotoxin,Function unknown,A0A0D6HI16,Op1031
USA300HOU_RS08540,USA300HOU_RS08540,NC_010079.1,USA300HOU_1604,1709923,1711143,-,Fic family protein,Function unknown,A0A0D6HJ55,Op1032
USA300HOU_RS08545,USA300HOU_RS08545,NC_010079.1,,1711432,1712661,-,divalent metal cation transporter,Inorganic ion transport and metabolism,A0A0H2WZA0,Op1033
USA300HOU_RS08550,pxpA,NC_010079.1,USA300HOU_1605,1712674,1713426,-,5-oxoprolinase subunit PxpA,Function unknown,A0A0D3Q8K2,Op1033
USA300HOU_RS08555,USA300HOU_RS08555,NC_010079.1,USA300HOU_1606,1713426,1714787,-,acetyl-CoA carboxylase biotin carboxylase subunit,Lipid transport and metabolism,A0A0E1VJ77,Op1033
USA300HOU_RS08560,USA300HOU_RS08560,NC_010079.1,USA300HOU_1607,1714801,1715250,-,acetyl-CoA carboxylase biotin carboxyl carrier protein subunit,Lipid transport and metabolism,A0A0D6HJ22,Op1033
USA300HOU_RS08565,USA300HOU_RS08565,NC_010079.1,USA300HOU_1608,1715252,1716262,-,biotin-dependent carboxyltransferase family protein,Amino acid transport and metabolism,A0A0D3Q842,Op1033
USA300HOU_RS08570,pxpB,NC_010079.1,USA300HOU_1609,1716252,1716986,-,5-oxoprolinase subunit PxpB,Amino acid transport and metabolism,A0A0H2WZI9,Op1033
USA300HOU_RS08575,greA,NC_010079.1,USA300HOU_1610,1717312,1717788,-,transcription elongation factor GreA,Transcription,A0A0E0VPD6,Op1034
USA300HOU_RS08580,udk,NC_010079.1,USA300HOU_1611,1717816,1718439,-,uridine kinase,Nucleotide transport and metabolism,A0A0E0VQQ8,Op1034
USA300HOU_RS08585,USA300HOU_RS08585,NC_010079.1,USA300HOU_1612,1718439,1719707,-,U32 family peptidase,"PostXtranslational modification, protein turnover, and chaperones",A0A0D1IFH5,Op1034
USA300HOU_RS08590,USA300HOU_RS08590,NC_010079.1,USA300HOU_1613,1719719,1720642,-,U32 family peptidase,"PostXtranslational modification, protein turnover, and chaperones",A0A0H2WX99,Op1034
USA300HOU_RS08595,USA300HOU_RS08595,NC_010079.1,USA300HOU_1614,1720645,1721283,-,O-methyltransferase,Function unknown,A0A0E0VQB0,Op1034
USA300HOU_RS08600,USA300HOU_RS08600,NC_010079.1,USA300HOU_1615,1721568,1721876,-,DUF1292 domain-containing protein,Function unknown,A0A0E0VPE1,Op1035
USA300HOU_RS08605,ruvX,NC_010079.1,USA300HOU_1616,1721891,1722319,-,Holliday junction resolvase RuvX,"Translation, ribosomal structure and biogenesis",A0A0D1JFE1,Op1035
USA300HOU_RS08610,USA300HOU_RS08610,NC_010079.1,USA300HOU_1617,1722323,1722583,-,IreB family regulatory phosphoprotein,Function unknown,A0A077W1W9,Op1035
USA300HOU_RS08615,alaS,NC_010079.1,USA300HOU_1618,1722646,1725276,-,alanine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A2C9TU34,Op1036
USA300HOU_RS08620,USA300HOU_RS08620,NC_010079.1,USA300HOU_1619,1725619,1728096,-,ATP-dependent RecD-like DNA helicase,"Replication, recombination and repair",A0A0D6H7H2,Op1037
USA300HOU_RS08625,USA300HOU_RS08625,NC_010079.1,USA300HOU_1620,1728098,1728766,-,tetratricopeptide repeat protein,Function unknown,A0A0D3Q8L6,Op1037
USA300HOU_RS08630,mnmA,NC_010079.1,USA300HOU_1621,1729228,1730346,-,tRNA 2-thiouridine(34) synthase MnmA,"Translation, ribosomal structure and biogenesis",A0A0D1HWI2,Op1038
USA300HOU_RS08635,USA300HOU_RS08635,NC_010079.1,USA300HOU_1622,1730347,1731489,-,cysteine desulfurase,Amino acid transport and metabolism,A0A0E0VPL1,Op1038
USA300HOU_RS08640,USA300HOU_RS08640,NC_010079.1,USA300HOU_1623,1731801,1732814,+,LLM class flavin-dependent oxidoreductase,Energy production and conversion,A0A0D6HHK7,Op1039
USA300HOU_RS08645,USA300HOU_RS08645,NC_010079.1,USA300HOU_1624,1733051,1733197,-,hypothetical protein,No COG annotation,A0A0E1VJ94,Op1040
USA300HOU_RS08650,USA300HOU_RS08650,NC_010079.1,USA300HOU_1625,1733237,1733419,-,CsbD family protein,Function unknown,A0A0E7DY39,Op1040
USA300HOU_RS08655,USA300HOU_RS08655,NC_010079.1,,1733519,1733941,-,Rrf2 family transcriptional regulator,Transcription,A0A077VL70,Op1041
USA300HOU_RS08660,USA300HOU_RS08660,NC_010079.1,,1734026,1735300,+,replication-associated recombination protein A,"Replication, recombination and repair",A0A0H2WWX3,Op1042
USA300HOU_RS08665,USA300HOU_RS08665,NC_010079.1,USA300HOU_1626,1735461,1736234,-,tRNA threonylcarbamoyladenosine dehydratase,Coenzyme transport and metabolism,A0A0E1VH34,Op1043
USA300HOU_RS08670,USA300HOU_RS08670,NC_010079.1,USA300HOU_1627,1736234,1736362,-,hypothetical protein,No COG annotation,A0A0H2X215,Op1043
USA300HOU_RS08675,aspS,NC_010079.1,USA300HOU_1628,1736695,1738461,-,aspartate--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0E1VJ97,Op1044
USA300HOU_RS08680,USA300HOU_RS08680,NC_010079.1,USA300HOU_1629,1738477,1739739,-,histidine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0E0VPF7,Op1044
USA300HOU_RS08685,USA300HOU_RS08685,NC_010079.1,USA300HOU_1630,1740200,1741075,-,SH3 domain-containing protein,Cell wall/membrane/envelope biogenesis,A0A2I7Y4W0,Op1045
USA300HOU_RS08690,USA300HOU_RS08690,NC_010079.1,USA300HOU_1631,1741072,1741524,-,D-tyrosyl-tRNA(Tyr) deacylase,"Translation, ribosomal structure and biogenesis",A5ITF7,Op1045
USA300HOU_RS08695,USA300HOU_RS08695,NC_010079.1,USA300HOU_1632,1741536,1743725,-,bifunctional (p)ppGpp synthetase/guanosine-3'%2C5'-bis(diphosphate) 3'-pyrophosphohydrolase,Transcription,A0A0D1HRD3,Op1045
USA300HOU_RS08700,USA300HOU_RS08700,NC_010079.1,USA300HOU_1633,1744153,1744671,-,adenine phosphoribosyltransferase,Nucleotide transport and metabolism,A0A0D1IQN0,Op1046
USA300HOU_RS08705,recJ,NC_010079.1,USA300HOU_1634,1744693,1746966,-,single-stranded-DNA-specific exonuclease RecJ,"Replication, recombination and repair",A0A0D6HJB1,Op1046
USA300HOU_RS08710,USA300HOU_RS08710,NC_010079.1,USA300HOU_1636,1747169,1749448,-,protein translocase subunit SecDF,"Intracellular trafficking, secretion, and vesicular transport",A0A0E1VH75,Op1047
USA300HOU_RS08715,yajC,NC_010079.1,USA300HOU_1637,1749723,1749983,-,preprotein translocase subunit YajC,"Intracellular trafficking, secretion, and vesicular transport",A0A0E0VPM7,Op1048
USA300HOU_RS08720,tgt,NC_010079.1,USA300HOU_1638,1750002,1751141,-,tRNA guanosine(34) transglycosylase Tgt,Nucleotide transport and metabolism,A0A0D1G5T5,Op1048
USA300HOU_RS08725,queA,NC_010079.1,USA300HOU_1639,1751164,1752189,-,tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA,"Translation, ribosomal structure and biogenesis",A0A2C9TPP7,Op1048
USA300HOU_RS08730,ruvB,NC_010079.1,USA300HOU_1640,1752191,1753195,-,Holliday junction branch migration DNA helicase RuvB,"Replication, recombination and repair",A0A0D1I8Z6,Op1048
USA300HOU_RS08735,ruvA,NC_010079.1,USA300HOU_1641,1753227,1753829,-,Holliday junction branch migration protein RuvA,"Replication, recombination and repair",A0A4U9YS19,Op1048
USA300HOU_RS08740,USA300HOU_RS08740,NC_010079.1,USA300HOU_1642,1753843,1754298,-,ACT domain-containing protein,Function unknown,A0A0D1JRG5,Op1048
USA300HOU_RS08745,obgE,NC_010079.1,USA300HOU_1643,1754311,1755603,-,GTPase ObgE,Function unknown,A0A0E1VH49,Op1048
USA300HOU_RS08750,rpmA,NC_010079.1,USA300HOU_1644,1755958,1756242,-,50S ribosomal protein L27,"Translation, ribosomal structure and biogenesis",A0A077ULC5,Op1049
USA300HOU_RS08755,USA300HOU_RS08755,NC_010079.1,USA300HOU_1645,1756254,1756574,-,ribosomal-processing cysteine protease Prp,"Translation, ribosomal structure and biogenesis",A0A0E0VPH2,Op1049
USA300HOU_RS08760,rplU,NC_010079.1,USA300HOU_1646,1756580,1756888,-,50S ribosomal protein L21,"Translation, ribosomal structure and biogenesis",A0A0E1VGU5,Op1049
USA300HOU_RS08765,mreD,NC_010079.1,USA300HOU_1647,1757055,1757585,-,rod shape-determining protein MreD,Cell wall/membrane/envelope biogenesis,A0A0E1VIV6,Op1050
USA300HOU_RS08770,mreC,NC_010079.1,USA300HOU_1648,1757585,1758427,-,rod shape-determining protein MreC,Cell wall/membrane/envelope biogenesis,A0A0E1X714,Op1050
USA300HOU_RS08775,USA300HOU_RS08775,NC_010079.1,USA300HOU_1649,1758627,1758746,-,hypothetical protein,No COG annotation,A0A0E1VIY5,Op1051
USA300HOU_RS08780,USA300HOU_RS08780,NC_010079.1,USA300HOU_1650,1758820,1759293,-,DUF4930 family protein,Function unknown,A0A0H2WW96,Op1052
USA300HOU_RS15345,USA300HOU_RS15345,NC_010079.1,,1759453,1759650,+,hypothetical protein,No COG annotation,A0A0H3JM99,Op1053
USA300HOU_RS08785,USA300HOU_RS08785,NC_010079.1,USA300HOU_1651,1759767,1760051,-,hypothetical protein,No COG annotation,A0A0E0VQV1,Op1054
USA300HOU_RS08790,radC,NC_010079.1,USA300HOU_1652,1760119,1760775,-,DNA repair protein RadC,Amino acid transport and metabolism,A0A2W2S372,Op1055
USA300HOU_RS08795,USA300HOU_RS08795,NC_010079.1,USA300HOU_1653,1760802,1761509,-,prepilin peptidase,Cell motility,A0A0H2WWJ0,Op1055
USA300HOU_RS08805,USA300HOU_RS08805,NC_010079.1,USA300HOU_1654,1761779,1763050,-,bifunctional folylpolyglutamate synthase/dihydrofolate synthase,Coenzyme transport and metabolism,A0A0E1VQS3,Op1056
USA300HOU_RS08810,USA300HOU_RS08810,NC_010079.1,USA300HOU_1655,1763063,1765693,-,valine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0D6WDQ5,Op1056
USA300HOU_RS08815,USA300HOU_RS08815,NC_010079.1,USA300HOU_1656,1766096,1766656,+,DNA-3-methyladenine glycosylase I,"Replication, recombination and repair",A0A0H2XEA5,Op1057
USA300HOU_RS08820,USA300HOU_RS08820,NC_010079.1,USA300HOU_1657,1766879,1767952,-,AbrB family transcriptional regulator,Function unknown,A0A0H2WWA1,Op1058
USA300HOU_RS08825,USA300HOU_RS08825,NC_010079.1,USA300HOU_1658,1767986,1768087,-,hypothetical protein,No COG annotation,A0A0E1VIZ4,Op1058
USA300HOU_RS08830,hemL,NC_010079.1,USA300HOU_1659,1768148,1769434,-,glutamate-1-semialdehyde 2%2C1-aminomutase,Coenzyme transport and metabolism,A0A0D3Q8H3,Op1059
USA300HOU_RS08835,hemB,NC_010079.1,USA300HOU_1660,1769482,1770456,-,porphobilinogen synthase,Coenzyme transport and metabolism,A0A0E0VQI4,Op1060
USA300HOU_RS08840,USA300HOU_RS08840,NC_010079.1,USA300HOU_1661,1770459,1771127,-,uroporphyrinogen-III synthase,Coenzyme transport and metabolism,A0A0H2WWY6,Op1060
USA300HOU_RS08845,hemC,NC_010079.1,USA300HOU_1662,1771149,1772075,-,hydroxymethylbilane synthase,Coenzyme transport and metabolism,A0A0E1VGT1,Op1060
USA300HOU_RS08850,ccsA,NC_010079.1,USA300HOU_1663,1772117,1772932,-,cytochrome c biogenesis protein CcsA,"PostXtranslational modification, protein turnover, and chaperones",A0A0E1VIZ9,Op1061
USA300HOU_RS08855,USA300HOU_RS08855,NC_010079.1,USA300HOU_1664,1772954,1774300,-,glutamyl-tRNA reductase,Coenzyme transport and metabolism,A0A4V6L5D5,Op1061
USA300HOU_RS08860,USA300HOU_RS08860,NC_010079.1,USA300HOU_1665,1774517,1775107,-,YihA family ribosome biogenesis GTP-binding protein,"Cell cycle control, cell division, chromosome partitioning",A0A0E0VQJ4,Op1062
USA300HOU_RS08865,clpX,NC_010079.1,USA300HOU_1666,1775261,1776523,-,ATP-dependent Clp protease ATP-binding subunit ClpX,"PostXtranslational modification, protein turnover, and chaperones",A0A0E1VQP6,Op1063
USA300HOU_RS08870,USA300HOU_RS08870,NC_010079.1,USA300HOU_1667,1776674,1777975,-,trigger factor,"Cell cycle control, cell division, chromosome partitioning",A0A0D6WE64,Op1064
USA300HOU_RS08875,USA300HOU_RS08875,NC_010079.1,,1778023,1778133,-,hypothetical protein,No COG annotation,A0A0D1JEI8,Op1065
USA300HOU_RS08880,USA300HOU_RS08880,NC_010079.1,,1778138,1779067,-,hypothetical protein,No COG annotation,A0A0D6HHV2,Op1065
USA300HOU_RS08885,USA300HOU_RS08885,NC_010079.1,,1779086,1779694,-,NUDIX domain-containing protein,Function unknown,A0A0E0VRG3,Op1065
USA300HOU_RS08895,rplT,NC_010079.1,,1779836,1780192,-,50S ribosomal protein L20,"Translation, ribosomal structure and biogenesis",A0A077VMP6,Op1066
USA300HOU_RS08900,rpmI,NC_010079.1,,1780239,1780439,-,50S ribosomal protein L35,"Translation, ribosomal structure and biogenesis",A0A077UL47,Op1067
USA300HOU_RS08905,infC,NC_010079.1,,1780468,1780995,-,translation initiation factor IF-3,"Translation, ribosomal structure and biogenesis",A0A0D1J2E1,Op1067
USA300HOU_RS08910,USA300HOU_RS08910,NC_010079.1,USA300HOU_1668,1781224,1782717,-,amino acid permease,Amino acid transport and metabolism,A0A0E1VIU5,Op1068
USA300HOU_RS08915,thrS,NC_010079.1,USA300HOU_1669,1783143,1785080,-,threonine--tRNA ligase,"Translation, ribosomal structure and biogenesis",A0A0E1VGQ6,Op1069
USA300HOU_RS08920,USA300HOU_RS08920,NC_010079.1,USA300HOU_1670,1785278,1785400,-,hypothetical protein,No COG annotation,A0A0H2X223,Op1070
USA300HOU_RS08925,dnaI,NC_010079.1,USA300HOU_1671,1785493,1786413,-,primosomal protein DnaI,"Replication, recombination and repair",A0A0H2WWZ0,Op1071
USA300HOU_RS08930,USA300HOU_RS08930,NC_010079.1,USA300HOU_1672,1786413,1787813,-,helicase DnaB,"Replication, recombination and repair",A0A0H2WWK0,Op1071
USA300HOU_RS08935,nrdR,NC_010079.1,USA300HOU_1673,1787814,1788284,-,transcriptional repressor NrdR,Transcription,A0A0E0VQZ2,Op1071
USA300HOU_RS08940,gap,NC_010079.1,USA300HOU_1674,1788494,1789519,-,type I glyceraldehyde-3-phosphate dehydrogenase,Carbohydrate transport and metabolism,A0A0E1VIV1,Op1072
USA300HOU_RS08945,USA300HOU_RS08945,NC_010079.1,USA300HOU_1675,1789689,1790312,-,dephospho-CoA kinase,Nucleotide transport and metabolism,A0A0E0VRH3,Op1073
USA300HOU_RS08950,mutM,NC_010079.1,USA300HOU_1676,1790328,1791200,-,bifunctional DNA-formamidopyrimidine glycosylase/DNA-(apurinic or apyrimidinic site) lyase,"Replication, recombination and repair",A0A0D6HHM0,Op1073
USA300HOU_RS08955,polA,NC_010079.1,USA300HOU_1677,1791216,1793846,-,DNA polymerase I,"Replication, recombination and repair",A0A0E1VIM2,Op1073
USA300HOU_RS08960,USA300HOU_RS08960,NC_010079.1,USA300HOU_1678,1794140,1795627,-,hypothetical protein,No COG annotation,A0A0D6HHM3,Op1074
USA300HOU_RS08965,USA300HOU_RS08965,NC_010079.1,USA300HOU_1679,1796126,1797787,-,HAMP domain-containing sensor histidine kinase,Signal transduction mechanisms,A0A0H2XFS9,Op1075
USA300HOU_RS08970,USA300HOU_RS08970,NC_010079.1,USA300HOU_1680,1797787,1798491,-,response regulator transcription factor,Signal transduction mechanisms,A0A0E1VQJ0,Op1075
USA300HOU_RS08980,icd,NC_010079.1,USA300HOU_1681,1798881,1800149,-,NADP-dependent isocitrate dehydrogenase,Energy production and conversion,A0A0D6WE47,Op1076
USA300HOU_RS08985,USA300HOU_RS08985,NC_010079.1,USA300HOU_1682,1800198,1801319,-,citrate synthase,Energy production and conversion,A0A0E0VPN6,Op1076
USA300HOU_RS08990,USA300HOU_RS08990,NC_010079.1,USA300HOU_1683,1801667,1803028,+,amino acid permease,Amino acid transport and metabolism,A0A0E1VGJ7,Op1077
USA300HOU_RS15350,USA300HOU_RS15350,NC_010079.1,,1803061,1804712,-,IS1182 family transposase,"Replication, recombination and repair",,Op1078
USA300HOU_RS09005,pyk,NC_010079.1,USA300HOU_1684,1805353,1807110,-,pyruvate kinase,Nucleotide transport and metabolism,A0A0E1VIR3,Op1079
USA300HOU_RS09010,pfkA,NC_010079.1,USA300HOU_1685,1807132,1808100,-,6-phosphofructokinase,Nucleotide transport and metabolism,A0A0E0VRI3,Op1079
USA300HOU_RS09015,USA300HOU_RS09015,NC_010079.1,USA300HOU_1686,1808369,1809313,-,acetyl-CoA carboxylase carboxyltransferase subunit alpha,Lipid transport and metabolism,A0A0D3Q8K8,Op1080
USA300HOU_RS09020,USA300HOU_RS09020,NC_010079.1,USA300HOU_1687,1809313,1810170,-,acetyl-CoA carboxylase carboxyltransferase subunit beta,Lipid transport and metabolism,A0A0E0VPP2,Op1080
USA300HOU_RS09025,USA300HOU_RS09025,NC_010079.1,USA300HOU_1688,1810365,1811594,-,NAD-dependent malic enzyme 4,Energy production and conversion,A0A0D6HHA6,Op1081
USA300HOU_RS09030,USA300HOU_RS09030,NC_010079.1,USA300HOU_1689,1812044,1815241,-,DNA polymerase III subunit alpha,"Replication, recombination and repair",A0A0E7W397,Op1082
USA300HOU_RS09035,pde2,NC_010079.1,USA300HOU_1690,1815262,1816203,-,pApA hydrolase Pde2,Function unknown,A0A0H2WX00,Op1082
USA300HOU_RS09040,USA300HOU_RS09040,NC_010079.1,USA300HOU_1691,1816464,1817762,-,CBS domain-containing protein,Transcription,A0A0E1VGN4,Op1083
USA300HOU_RS09045,USA300HOU_RS09045,NC_010079.1,USA300HOU_1692,1817967,1818380,+,universal stress protein,Signal transduction mechanisms,A0A0D1H4D9,Op1084
USA300HOU_RS09050,USA300HOU_RS09050,NC_010079.1,USA300HOU_1693,1818685,1819374,-,metal-dependent hydrolase,Function unknown,A0A0E0VRJ5,Op1085
USA300HOU_RS09055,USA300HOU_RS09055,NC_010079.1,USA300HOU_1694,1819549,1820604,+,aminopeptidase P family protein,Amino acid transport and metabolism,A0A0D6HH90,Op1086
USA300HOU_RS09060,USA300HOU_RS09060,NC_010079.1,USA300HOU_1695,1820698,1820796,-,hypothetical protein,No COG annotation,A0A0H2WZ08,Op1087
USA300HOU_RS09065,ald,NC_010079.1,USA300HOU_1696,1820920,1822038,-,alanine dehydrogenase,Amino acid transport and metabolism,A0A0H3KDA8,Op1088
USA300HOU_RS09070,USA300HOU_RS09070,NC_010079.1,USA300HOU_1697,1822179,1822679,+,universal stress protein,Signal transduction mechanisms,A0A077VQY6,Op1089
